table,column,dtype,rows,non_null_rows,null_rows,null_pct,unique_values,unique_pct_of_non_null,sample_values,top_values
FACT_BANK_TRANSACTION,transaction_type,object,65334,65334,0,0.0,4,0.00612238650626014,withdrawal | transfer | fee | deposit,"deposit: 41,592 | withdrawal: 23,598 | transfer: 96 | fee: 48"
FACT_CS_INTERACTION,as_of_date,object,14368,14368,0,0.0,1,0.006959910913140311,2026-01-15,"2026-01-15: 14,368"
FACT_CS_INTERACTION,branch_code,object,14368,14368,0,0.0,1,0.006959910913140311,BKK-R9,"BKK-R9: 14,368"
FACT_CS_INTERACTION,business_event_date,object,14368,14368,0,0.0,730,5.080734966592428,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 41 | 2024-07-09: 34 | 2024-01-07: 33 | 2025-05-17: 32 | 2024-09-25: 31
FACT_CS_INTERACTION,channel,object,14368,14368,0,0.0,2,0.013919821826280623,in_person | line_oa,"in_person: 10,993 | line_oa: 3,375"
FACT_CS_INTERACTION,chat_session_id,object,14368,3375,10993,76.51030066815144,3375,100.0,CHAT-LO-2024-01-01-18e2b7 | CHAT-LO-2024-01-01-6a4b13 | CHAT-LO-2024-01-01-78d15f | CHAT-LO-2024-01-01-bf7ef4 | CHAT-LO-2024-01-02-e377ee,"<NULL>: 10,993 | CHAT-LO-2024-01-01-18e2b7: 1 | CHAT-LO-2024-01-01-6a4b13: 1 | CHAT-LO-2024-01-01-78d15f: 1 | CHAT-LO-2024-01-01-bf7ef4: 1"
FACT_CS_INTERACTION,cs_interaction_id,object,14368,14368,0,0.0,14368,100.0,CSI-202401-3660151 | CSI-202401-10201929 | CSI-202401-13981444 | CSI-202401-6059576 | CSI-202401-12427146,CSI-202401-3660151: 1 | CSI-202401-10201929: 1 | CSI-202401-13981444: 1 | CSI-202401-6059576: 1 | CSI-202401-12427146: 1
FACT_CS_INTERACTION,customer_id,object,14368,14368,0,0.0,10968,76.33630289532294,CUST-L3-003586 | CUST-L3-006388 | CUST-L3-006599 | CUST-L3-006763 | CUST-L3-006864,CUST-L3-020114: 6 | CUST-L3-013734: 5 | CUST-L3-009065: 5 | CUST-L3-021995: 5 | CUST-L3-001791: 5
FACT_CS_INTERACTION,effective_date,float64,14368,0,14368,100.0,0,,,"<NULL>: 14,368"
FACT_CS_INTERACTION,employee_id,object,14368,14368,0,0.0,41,0.28535634743875277,EMP-L3-00010 | EMP-L3-00019 | EMP-L3-00025 | EMP-L3-00031 | EMP-L3-00037,EMP-L3-00010: 730 | EMP-L3-00019: 726 | EMP-L3-00025: 725 | EMP-L3-00031: 722 | EMP-L3-00037: 721
FACT_CS_INTERACTION,interaction_type,object,14368,14368,0,0.0,3,0.020879732739420936,refund_request | chat_general | warranty_claim,"refund_request: 7,080 | warranty_claim: 3,913 | chat_general: 3,375"
FACT_CS_INTERACTION,posting_date,object,14368,14368,0,0.0,730,5.080734966592428,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 41 | 2024-07-09: 34 | 2024-01-07: 33 | 2025-05-17: 32 | 2024-09-25: 31
FACT_CS_INTERACTION,related_refund_id,object,14368,7080,7288,50.72383073496659,7080,100.0,RFD-202401-01003586 | RFD-202401-01006864 | RFD-202401-01009523 | RFD-202401-01011803 | RFD-202401-01016943,"<NULL>: 7,288 | RFD-202401-01017284: 1 | RFD-202401-01017801: 1 | RFD-202401-01024617: 1 | RFD-202512-28028468: 1"
FACT_CS_INTERACTION,related_warranty_claim_id,object,14368,3913,10455,72.76586859688196,3913,100.0,WC-202401-01009861 | WC-202401-01029212 | WC-202401-02002376 | WC-202401-02003648 | WC-202401-02004990,"<NULL>: 10,455 | WC-202401-01009861: 1 | WC-202401-01029212: 1 | WC-202401-02002376: 1 | WC-202401-02003648: 1"
FACT_CS_INTERACTION,resolution_type,object,14368,14368,0,0.0,2,0.013919821826280623,resolved | open,"open: 7,288 | resolved: 7,080"
FACT_INVENTORY_MONTHLY_SNAPSHOT,as_of_date,object,26220,26220,0,0.0,1,0.003813882532418002,2026-01-15,"2026-01-15: 26,220"
FACT_INVENTORY_MONTHLY_SNAPSHOT,branch_code,object,26220,26220,0,0.0,10,0.03813882532418002,BKK-R9 | BKK-SIAM | BKK-PKT | BKK-CTW | CNX-MAYA,"BKK-R9: 2,622 | BKK-SIAM: 2,622 | BKK-PKT: 2,622 | BKK-CTW: 2,622 | CNX-MAYA: 2,622"
FACT_INVENTORY_MONTHLY_SNAPSHOT,business_event_date,object,26220,26220,0,0.0,24,0.09153318077803205,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,"2025-11-30: 1,100 | 2025-12-31: 1,100 | 2025-08-31: 1,100 | 2025-07-31: 1,100 | 2025-10-31: 1,100"
FACT_INVENTORY_MONTHLY_SNAPSHOT,closing_units,int64,26220,26220,0,0.0,1035,3.9473684210526314,205 | 416 | 242 | 310 | 262,"0: 1,001 | 57: 132 | 14: 129 | 125: 124 | 109: 123"
FACT_INVENTORY_MONTHLY_SNAPSHOT,effective_date,float64,26220,0,26220,100.0,0,,,"<NULL>: 26,220"
FACT_INVENTORY_MONTHLY_SNAPSHOT,month_end_date,object,26220,26220,0,0.0,24,0.09153318077803205,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,"2025-11-30: 1,100 | 2025-12-31: 1,100 | 2025-08-31: 1,100 | 2025-07-31: 1,100 | 2025-10-31: 1,100"
FACT_INVENTORY_MONTHLY_SNAPSHOT,posting_date,object,26220,26220,0,0.0,24,0.09153318077803205,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,"2025-11-30: 1,100 | 2025-12-31: 1,100 | 2025-08-31: 1,100 | 2025-07-31: 1,100 | 2025-10-31: 1,100"
FACT_INVENTORY_MONTHLY_SNAPSHOT,sku_id,object,26220,26220,0,0.0,110,0.4195270785659802,SKU-STD-001 | NT-LT-001 | AW-MN-001 | WK-SW-004 | DN-LT-010,SKU-STD-001: 240 | NT-LT-001: 240 | AW-MN-001: 240 | WK-SW-004: 240 | DN-LT-010: 240
FACT_INVENTORY_MONTHLY_SNAPSHOT,snapshot_id,int64,26220,26220,0,0.0,26220,100.0,476601070258 | 197641851802 | 957191667590 | 970146424795 | 745155190140,476601070258: 1 | 197641851802: 1 | 957191667590: 1 | 970146424795: 1 | 745155190140: 1
FACT_INVENTORY_MOVEMENT,as_of_date,object,310827,310827,0,0.0,1,0.00032172237289553355,2026-01-15,"2026-01-15: 310,827"
FACT_INVENTORY_MOVEMENT,branch_code,object,310827,310827,0,0.0,11,0.003538946101850869,BKK-PKT | HKT-FEST | BKK-EMSP | BKK-SIAM | PTY-CTRL,"BKK-SIAM: 50,434 | BKK-CTW: 37,678 | BKK-PKT: 31,921 | BKK-EMSP: 31,899 | PTY-CTRL: 28,789"
FACT_INVENTORY_MOVEMENT,business_event_date,object,310827,310827,0,0.0,731,0.23517905458663502,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-07-15: 749 | 2024-01-01: 743 | 2024-02-15: 693 | 2024-06-15: 683 | 2025-02-15: 675
FACT_INVENTORY_MOVEMENT,effective_date,float64,310827,0,310827,100.0,0,,,"<NULL>: 310,827"
FACT_INVENTORY_MOVEMENT,movement_id,int64,310827,310827,0,0.0,310827,100.0,1014729828994 | 605191040928 | 1015209958563 | 814003353652 | 717141841695,1014729828994: 1 | 605191040928: 1 | 1015209958563: 1 | 814003353652: 1 | 717141841695: 1
FACT_INVENTORY_MOVEMENT,movement_type,object,310827,310827,0,0.0,4,0.0012868894915821342,sale | transfer_out | transfer_in | opening_balance,"sale: 304,817 | transfer_out: 2,400 | transfer_in: 2,400 | opening_balance: 1,210"
FACT_INVENTORY_MOVEMENT,posting_date,object,310827,310827,0,0.0,731,0.23517905458663502,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-07-15: 749 | 2024-01-01: 743 | 2024-02-15: 693 | 2024-06-15: 683 | 2025-02-15: 675
FACT_INVENTORY_MOVEMENT,quantity,int64,310827,310827,0,0.0,319,0.1026294369536752,-1 | -50 | 50 | 12152 | 12144,"-1: 304,817 | 50: 2,500 | -50: 2,400 | 270: 13 | 265: 13"
FACT_INVENTORY_MOVEMENT,related_txn_id,object,310827,309617,1210,0.38928407120359554,115812,37.40492285630311,TXN-202401-01000002 | TXN-202401-01000422 | TXN-202401-01000462 | TXN-202401-01000479 | TXN-202401-01000697,"<NULL>: 1,210 | TXN-202404-07026100: 15 | TXN-202406-05016300: 15 | TXN-202510-14000600: 15 | TXN-202412-21001600: 15"
FACT_INVENTORY_MOVEMENT,sku_id,object,310827,310827,0,0.0,110,0.035389461018508685,SKU-MASS-059 | SKU-MASS-007 | SKU-MASS-010 | SKU-MASS-048 | SKU-MASS-029,"AW-MN-001: 3,322 | SKU-MASS-011: 3,284 | SKU-MASS-007: 3,276 | SKU-MASS-012: 3,274 | NT-LT-001: 3,254"
FACT_LOYALTY_LEDGER,as_of_date,object,118857,118857,0,0.0,1,0.0008413471650807273,2026-01-15,"2026-01-15: 118,857"
FACT_LOYALTY_LEDGER,business_event_date,object,118857,118857,0,0.0,731,0.6150247776740116,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-12-20: 825 | 2025-09-20: 797 | 2025-11-20: 771 | 2025-07-20: 767 | 2025-08-20: 759
FACT_LOYALTY_LEDGER,customer_id,object,118857,118857,0,0.0,21387,17.993891819581513,CUST-L3-000002 | CUST-L3-000422 | CUST-L3-000462 | CUST-L3-000697 | CUST-L3-001049,CUST-L3-024340: 21 | CUST-L3-010744: 21 | CUST-L3-022624: 20 | CUST-L3-012785: 19 | CUST-L3-026486: 19
FACT_LOYALTY_LEDGER,effective_date,float64,118857,0,118857,100.0,0,,,"<NULL>: 118,857"
FACT_LOYALTY_LEDGER,event_type,object,118857,118857,0,0.0,4,0.003365388660322909,earned | redeemed | expired | tier_change,"earned: 74,102 | expired: 37,183 | tier_change: 6,317 | redeemed: 1,255"
FACT_LOYALTY_LEDGER,ledger_id,int64,118857,118857,0,0.0,118857,100.0,76704453784 | 413981764034 | 266570004541 | 772003601322 | 222101589946,76704453784: 1 | 413981764034: 1 | 266570004541: 1 | 772003601322: 1 | 222101589946: 1
FACT_LOYALTY_LEDGER,points_delta,int64,118857,118857,0,0.0,4600,3.8701969593713454,1376 | 498 | 170 | 838 | 357,"0: 6,317 | 129: 1,862 | 374: 1,763 | 258: 1,388 | 378: 1,300"
FACT_LOYALTY_LEDGER,posting_date,object,118857,118857,0,0.0,731,0.6150247776740116,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-12-20: 825 | 2025-09-20: 797 | 2025-11-20: 771 | 2025-07-20: 767 | 2025-08-20: 759
FACT_LOYALTY_LEDGER,resulting_balance_points,int64,118857,118857,0,0.0,6134,5.160823510605181,1376 | 498 | 170 | 838 | 357,"0: 12,898 | 258: 972 | 129: 925 | 378: 899 | 374: 875"
FACT_LOYALTY_LEDGER,resulting_tier,object,118857,118857,0,0.0,4,0.003365388660322909,platinum | gold | silver | none,"gold: 39,874 | silver: 38,655 | platinum: 38,249 | none: 2,079"
FACT_LOYALTY_LEDGER,txn_id,object,118857,75357,43500,36.59860168101163,74102,98.33459399923034,TXN-202401-01000002 | TXN-202401-01000422 | TXN-202401-01000462 | TXN-202401-01000697 | TXN-202401-01001049,"<NULL>: 43,500 | TXN-202412-24004625: 2 | TXN-202412-04029041: 2 | TXN-202401-16027418: 2 | TXN-202405-21012796: 2"
FACT_PAYROLL,as_of_date,object,14400,14400,0,0.0,1,0.006944444444444444,2026-01-15,"2026-01-15: 14,400"
FACT_PAYROLL,bank_txn_id,object,14400,14400,0,0.0,14400,100.0,BT-202401-970481150161 | BT-202401-1017087028732 | BT-202401-640578416876 | BT-202401-169444960010 | BT-202401-450190802220,BT-202401-970481150161: 1 | BT-202401-1017087028732: 1 | BT-202401-640578416876: 1 | BT-202401-169444960010: 1 | BT-202401-450190802220: 1
FACT_PAYROLL,business_event_date,object,14400,14400,0,0.0,24,0.16666666666666669,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,2024-01-31: 600 | 2024-02-29: 600 | 2024-03-31: 600 | 2024-04-30: 600 | 2024-05-31: 600
FACT_PAYROLL,effective_date,float64,14400,0,14400,100.0,0,,,"<NULL>: 14,400"
FACT_PAYROLL,employee_id,object,14400,14400,0,0.0,600,4.166666666666666,EMP-L3-00001 | EMP-L3-00002 | EMP-L3-00003 | EMP-L3-00004 | EMP-L3-00005,EMP-L3-00001: 24 | EMP-L3-00002: 24 | EMP-L3-00003: 24 | EMP-L3-00004: 24 | EMP-L3-00005: 24
FACT_PAYROLL,employment_status_at_period_end,object,14400,14400,0,0.0,1,0.006944444444444444,active,"active: 14,400"
FACT_PAYROLL,gross_pay_thb,float64,14400,14400,0,0.0,1,0.006944444444444444,42000.0,"42000.0: 14,400"
FACT_PAYROLL,net_pay_thb,float64,14400,14400,0,0.0,1,0.006944444444444444,39150.0,"39150.0: 14,400"
FACT_PAYROLL,pay_period_end,object,14400,14400,0,0.0,24,0.16666666666666669,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,2024-01-31: 600 | 2024-02-29: 600 | 2024-03-31: 600 | 2024-04-30: 600 | 2024-05-31: 600
FACT_PAYROLL,pay_period_start,object,14400,14400,0,0.0,24,0.16666666666666669,2024-01-01 | 2024-02-01 | 2024-03-01 | 2024-04-01 | 2024-05-01,2024-01-01: 600 | 2024-02-01: 600 | 2024-03-01: 600 | 2024-04-01: 600 | 2024-05-01: 600
FACT_PAYROLL,payroll_id,int64,14400,14400,0,0.0,14400,100.0,645538531784 | 798073329901 | 41892113256 | 620900430289 | 631621970851,645538531784: 1 | 798073329901: 1 | 41892113256: 1 | 620900430289: 1 | 631621970851: 1
FACT_PAYROLL,posting_date,object,14400,14400,0,0.0,24,0.16666666666666669,2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30 | 2024-05-31,2024-01-31: 600 | 2024-02-29: 600 | 2024-03-31: 600 | 2024-04-30: 600 | 2024-05-31: 600
FACT_PAYROLL,social_security_thb,float64,14400,14400,0,0.0,1,0.006944444444444444,750.0,"750.0: 14,400"
FACT_PAYROLL,tax_deduction_thb,float64,14400,14400,0,0.0,1,0.006944444444444444,2100.0,"2100.0: 14,400"
FACT_PROMO_REDEMPTION,as_of_date,object,1583,1583,0,0.0,1,0.06317119393556538,2026-01-15,"2026-01-15: 1,583"
FACT_PROMO_REDEMPTION,business_event_date,object,1583,1583,0,0.0,49,3.0953885028427037,2024-11-11 | 2024-11-12 | 2024-12-12 | 2024-12-13 | 2024-12-20,2025-11-10: 172 | 2025-12-11: 155 | 2024-11-12: 142 | 2025-11-11: 138 | 2024-12-13: 133
FACT_PROMO_REDEMPTION,campaign_id,object,1583,1583,0,0.0,7,0.4421983575489577,MEGA-1111-2567 | MEGA-1212-2567 | CLEAR-EOY-2567 | SF-LAUNCH-2568 | MEGA-1111-2568,MEGA-1111-2568: 442 | MEGA-1212-2568: 402 | MEGA-1111-2567: 267 | MEGA-1212-2567: 262 | CLEAR-EOY-2567: 87
FACT_PROMO_REDEMPTION,channel,object,1583,1583,0,0.0,3,0.18951358180669614,offline | online | app,"offline: 1,436 | online: 143 | app: 4"
FACT_PROMO_REDEMPTION,customer_id,object,1583,1583,0,0.0,1544,97.53632343651294,CUST-L3-000142 | CUST-L3-000842 | CUST-L3-001718 | CUST-L3-001743 | CUST-L3-002003,CUST-L3-015960: 2 | CUST-L3-009580: 2 | CUST-L3-001938: 2 | CUST-L3-022739: 2 | CUST-L3-020698: 2
FACT_PROMO_REDEMPTION,discount_applied_thb,float64,1583,1583,0,0.0,467,29.500947567909037,6708.0 | 2988.0 | 12660.0 | 3588.0 | 7296.0,5980.0: 40 | 1242.0: 38 | 10062.0: 36 | 2322.0: 36 | 4482.0: 35
FACT_PROMO_REDEMPTION,effective_date,float64,1583,0,1583,100.0,0,,,"<NULL>: 1,583"
FACT_PROMO_REDEMPTION,posting_date,object,1583,1583,0,0.0,49,3.0953885028427037,2024-11-11 | 2024-11-12 | 2024-12-12 | 2024-12-13 | 2024-12-20,2025-11-10: 172 | 2025-12-11: 155 | 2024-11-12: 142 | 2025-11-11: 138 | 2024-12-13: 133
FACT_PROMO_REDEMPTION,redemption_id,int64,1583,1583,0,0.0,1583,100.0,1054264194501 | 214237745109 | 178902817271 | 276901064448 | 717680921249,1054264194501: 1 | 214237745109: 1 | 178902817271: 1 | 276901064448: 1 | 717680921249: 1
FACT_PROMO_REDEMPTION,txn_id,object,1583,1583,0,0.0,1579,99.74731522425773,TXN-202411-11000142 | TXN-202411-11000842 | TXN-202411-11001718 | TXN-202411-11001743 | TXN-202411-11002003,TXN-202507-21020698: 2 | TXN-202507-31015960: 2 | TXN-202507-29013193: 2 | TXN-202507-15018876: 2 | TXN-202512-29009778: 1
FACT_REFUND_PAID,approver_employee_id,object,7134,7134,0,0.0,3,0.04205214465937763,EMP-L3-00005 | EMP-L3-00010 | EMP-L3-00008,"EMP-L3-00005: 7,116 | EMP-L3-00010: 14 | EMP-L3-00008: 4"
FACT_REFUND_PAID,as_of_date,object,7134,7134,0,0.0,1,0.014017381553125876,2026-01-15,"2026-01-15: 7,134"
FACT_REFUND_PAID,bank_txn_id,object,7134,7134,0,0.0,7134,100.0,BT-202401-595128288829 | BT-202401-411292455600 | BT-202401-243693540285 | BT-202401-102793555666 | BT-202401-570613792129,BT-202401-595128288829: 1 | BT-202401-411292455600: 1 | BT-202401-243693540285: 1 | BT-202401-102793555666: 1 | BT-202401-570613792129: 1
FACT_REFUND_PAID,business_event_date,object,7134,7134,0,0.0,725,10.16260162601626,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 23 | 2025-05-17: 22 | 2024-11-25: 22 | 2025-10-02: 20 | 2024-03-17: 19
FACT_REFUND_PAID,cosig_employee_id,float64,7134,0,7134,100.0,0,,,"<NULL>: 7,134"
FACT_REFUND_PAID,cs_interaction_id,float64,7134,0,7134,100.0,0,,,"<NULL>: 7,134"
FACT_REFUND_PAID,customer_id,object,7134,7134,0,0.0,6313,88.49172974488366,CUST-L3-003586 | CUST-L3-006864 | CUST-L3-009523 | CUST-L3-011803 | CUST-L3-016943,CUST-L3-022795: 4 | CUST-L3-013929: 4 | CUST-L3-016587: 4 | CUST-L3-000475: 4 | CUST-L3-012380: 4
FACT_REFUND_PAID,effective_date,float64,7134,0,7134,100.0,0,,,"<NULL>: 7,134"
FACT_REFUND_PAID,posting_date,object,7134,7134,0,0.0,726,10.176619007569386,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 23 | 2025-05-17: 22 | 2024-11-25: 22 | 2025-10-02: 20 | 2024-03-17: 19
FACT_REFUND_PAID,refund_amount_thb,float64,7134,7134,0,0.0,28,0.3924866834875245,16900.0 | 4900.0 | 8500.0 | 29900.0 | 6900.0,8500.0: 988 | 12900.0: 924 | 29900.0: 912 | 55900.0: 863 | 4900.0: 854
FACT_REFUND_PAID,refund_id,object,7134,7134,0,0.0,7134,100.0,RFD-202401-01003586 | RFD-202401-01006864 | RFD-202401-01009523 | RFD-202401-01011803 | RFD-202401-01016943,RFD-202401-01003586: 1 | RFD-202401-01006864: 1 | RFD-202401-01009523: 1 | RFD-202401-01011803: 1 | RFD-202401-01016943: 1
FACT_REFUND_PAID,request_date,object,7134,7134,0,0.0,725,10.16260162601626,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 23 | 2025-05-17: 22 | 2024-11-25: 22 | 2025-10-02: 20 | 2024-03-17: 19
FACT_REFUND_PAID,return_id,object,7134,7116,18,0.2523128679562658,7116,100.0,RET-202401-01003586 | RET-202401-01006864 | RET-202401-01009523 | RET-202401-01011803 | RET-202401-01016943,<NULL>: 18 | RET-202401-03016424: 1 | RET-202512-30022497: 1 | RET-202512-30020786: 1 | RET-202401-02008357: 1
FACT_RETURN,approved_by_employee_id,object,7144,7144,0,0.0,2,0.027995520716685332,EMP-L3-00005 | EMP-L3-00010,"EMP-L3-00005: 7,080 | EMP-L3-00010: 64"
FACT_RETURN,as_of_date,object,7144,7144,0,0.0,1,0.013997760358342666,2026-01-15,"2026-01-15: 7,144"
FACT_RETURN,branch_code,object,7144,7144,0,0.0,11,0.1539753639417693,CNX-MAYA | BKK-R9 | BKK-CTW | HKT-FEST | BKK-SIAM,"BKK-SIAM: 1,135 | BKK-CTW: 872 | BKK-EMSP: 723 | BKK-PKT: 721 | PTY-CTRL: 644"
FACT_RETURN,business_event_date,object,7144,7144,0,0.0,726,10.162374020156776,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 23 | 2025-05-17: 22 | 2024-11-25: 22 | 2025-10-02: 20 | 2024-03-17: 19
FACT_RETURN,customer_id,object,7144,7144,0,0.0,6320,88.46584546472565,CUST-L3-003586 | CUST-L3-006864 | CUST-L3-009523 | CUST-L3-011803 | CUST-L3-016943,CUST-L3-016587: 4 | CUST-L3-022795: 4 | CUST-L3-013929: 4 | CUST-L3-000475: 4 | CUST-L3-012380: 4
FACT_RETURN,days_since_purchase,int64,7144,7144,0,0.0,3,0.04199328107502799,0 | 10 | 180,"0: 7,080 | 180: 36 | 10: 28"
FACT_RETURN,effective_date,float64,7144,0,7144,100.0,0,,,"<NULL>: 7,144"
FACT_RETURN,line_item_id,string,7144,7080,64,0.8958566629339306,7080,100.0,1095040358832 | 765330256182 | 948192875914 | 221155136135 | 31405308517,<NULL>: 64 | 891223879856: 1 | 339479292289: 1 | 111973792794: 1 | 221945117642: 1
FACT_RETURN,original_txn_id,object,7144,7144,0,0.0,7138,99.91601343784995,TXN-202401-01003586 | TXN-202401-01006864 | TXN-202401-01009523 | TXN-202401-01011803 | TXN-202401-01016943,TXN-202401-11002211: 2 | TXN-202401-09025604: 2 | TXN-202401-02015209: 2 | TXN-202401-10017473: 2 | TXN-202401-11004196: 2
FACT_RETURN,posting_date,object,7144,7144,0,0.0,726,10.162374020156776,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-08-08: 23 | 2025-05-17: 22 | 2024-11-25: 22 | 2025-10-02: 20 | 2024-03-17: 19
FACT_RETURN,return_amount_thb,float64,7144,7144,0,0.0,13,0.18197088465845465,16900.0 | 4900.0 | 8500.0 | 29900.0 | 6900.0,8500.0: 988 | 12900.0: 924 | 29900.0: 912 | 55900.0: 863 | 4900.0: 854
FACT_RETURN,return_id,object,7144,7144,0,0.0,7144,100.0,RET-202401-01003586 | RET-202401-01006864 | RET-202401-01009523 | RET-202401-01011803 | RET-202401-01016943,RET-202401-01003586: 1 | RET-202401-01006864: 1 | RET-202401-01009523: 1 | RET-202401-01011803: 1 | RET-202401-01016943: 1
FACT_RETURN,return_reason,object,7144,7144,0,0.0,3,0.04199328107502799,"customer_change_of_mind | hardware batch defect — WK-SW-004 Watch S3 SE batch (HDY cluster, impl-routed via HKT-FEST) | vendor recall — V-002 NovaTech battery","customer_change_of_mind: 7,080 | vendor recall — V-002 NovaTech battery: 36 | hardware batch defect — WK-SW-004 Watch S3 SE batch (HDY cluster, impl-routed via HKT-FEST): 28"
FACT_RETURN,sku_id,object,7144,7144,0,0.0,110,1.5397536394176932,AW-MN-001 | SKU-MASS-062 | SKU-MASS-024 | SKU-MASS-049 | SKU-MASS-084,NT-LT-001: 98 | SKU-MASS-016: 94 | SKU-MASS-024: 90 | SKU-MASS-096: 85 | WK-SW-004: 84
FACT_SALES,as_of_date,object,117105,117105,0,0.0,1,0.0008539345032236027,2026-01-15,"2026-01-15: 117,105"
FACT_SALES,basket_total_thb,float64,117105,117105,0,0.0,3572,3.050254045514709,68800.0 | 24900.0 | 8500.0 | 18900.0 | 55900.0,"12900.0: 7,574 | 6900.0: 7,205 | 8500.0: 7,172 | 55900.0: 7,144 | 4900.0: 7,118"
FACT_SALES,branch_code,object,117105,117105,0,0.0,11,0.00939327953545963,BKK-PKT | HKT-FEST | BKK-EMSP | BKK-SIAM | PTY-CTRL,"BKK-SIAM: 18,084 | BKK-CTW: 13,595 | REMOTE: 12,655 | BKK-EMSP: 11,376 | BKK-PKT: 11,150"
FACT_SALES,business_event_date,object,117105,117105,0,0.0,731,0.6242261218564537,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-07-15: 687 | 2025-07-06: 423 | 2025-07-11: 393 | 2025-07-14: 393 | 2025-07-13: 392
FACT_SALES,channel,object,117105,117105,0,0.0,3,0.0025618035096708082,offline | online | b2b,"offline: 104,449 | online: 12,655 | b2b: 1"
FACT_SALES,customer_id,object,117105,17912,99193,84.70432517825883,500,2.7914247431889234,CUST-L3-B2B-001700 | CUST-L3-B2B-004800 | CUST-L3-B2B-006200 | CUST-L3-B2B-006500 | CUST-L3-B2B-006900,"<NULL>: 99,193 | CUST-L3-B2B-002600: 77 | CUST-L3-B2B-020000: 66 | CUST-L3-B2B-013300: 63 | CUST-L3-B2B-025900: 62"
FACT_SALES,discount_total_thb,float64,117105,117105,0,0.0,750,0.6404508774177021,0.0 | 6708.0 | 37644.0 | 2988.0 | 12660.0,"0.0: 111,537 | 1945.0: 3,707 | 5980.0: 40 | 1242.0: 38 | 10062.0: 36"
FACT_SALES,effective_date,float64,117105,0,117105,100.0,0,,,"<NULL>: 117,105"
FACT_SALES,employee_id,object,117105,3693,113412,96.84641987959523,2,0.05415651232060655,EMP-L3-00011 | EMP-L3-00002,"<NULL>: 113,412 | EMP-L3-00011: 3,692 | EMP-L3-00002: 1"
FACT_SALES,is_b2b,bool,117105,117105,0,0.0,2,0.0017078690064472055,False | True,"False: 102,885 | True: 14,220"
FACT_SALES,net_total_thb,float64,117105,117105,0,0.0,4272,3.6480081977712313,68800.0 | 24900.0 | 8500.0 | 18900.0 | 55900.0,"12900.0: 7,468 | 6900.0: 7,105 | 8500.0: 7,077 | 4900.0: 7,039 | 55900.0: 7,030"
FACT_SALES,payment_due_date,object,117105,14220,102885,87.85705136416037,761,5.351617440225035,2024-01-31 | 2024-03-01 | 2024-02-01 | 2024-03-02 | 2024-02-02,"<NULL>: 102,885 | 2025-11-16: 32 | 2024-03-22: 31 | 2025-04-26: 31 | 2024-03-04: 31"
FACT_SALES,payment_method,object,117105,117105,0,0.0,6,0.0051236070193416165,mobile_wallet | cash | credit_card | debit_card | bank_transfer,"credit_card: 35,445 | cash: 31,663 | mobile_wallet: 21,186 | debit_card: 14,591 | bank_transfer: 14,219"
FACT_SALES,payment_received_date,object,117105,13813,103292,88.20460270697238,701,5.074929414319844,2024-01-31 | 2024-03-01 | 2024-02-09 | 2024-03-13 | 2024-03-08,"<NULL>: 103,292 | 2025-07-15: 516 | 2025-10-05: 32 | 2024-10-11: 32 | 2024-12-06: 32"
FACT_SALES,payment_status,object,117105,117105,0,0.0,2,0.0017078690064472055,paid | pending,"paid: 113,006 | pending: 4,099"
FACT_SALES,posting_date,object,117105,117105,0,0.0,731,0.6242261218564537,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-07-15: 687 | 2025-07-06: 423 | 2025-07-11: 393 | 2025-07-14: 393 | 2025-07-13: 392
